1,-576449209622,1.700035353262769,3.150096362250611,7.136760616759387e-4,0.0019400535645369796,0,4863944,0.1,0.019976920499999974,0.007434246899999943,0,-0.21947916666666673,0.020008333333334738,0,1,115,2
2,-576449209612,1.7000432207817306,3.1501171505987813,8.598277306759382e-4,0.0022176160695369794,0,4863954,0.01,0.02775625049999998,0.01461516689999996,0,-0.3769791666666667,0.04625833333333462,0,0,115,-1
3,-576449209603,1.7000524899763825,3.1501402657645015,9.940111996759378e-4,0.002405417074536979,0,4863964,0.01,0.01878010049999997,0.013418346899999954,0,-0.2719791666666667,-0.14624166666666538,0,0,115,-1
4,-576449209592,1.7000634899722242,3.150165139258272,0.0012059879686759374,0.002569281679536979,0,4863974,0.01,0.016386460499999974,0.021197676899999948,0,-0.1407291666666667,-0.21624166666666533,0,0,115,-1
5,-576449209583,1.7001652781024752,3.1500992134667376,0.002234433564420086,0.0017244141291477713,0,4863984,0.01,0.011000770499999982,0.01042629689999994,0,-0.3507291666666667,0.05500833333333466,0,1,116,1
6,-576449209574,1.7001883232759645,3.150117276931054,0.0023746011334200854,0.001888278734147771,0,4863994,0.01,0.016386460499999974,0.014016756899999957,0,-0.3507291666666667,-0.006241666666665369,0,0,116,-1
7,-576449209563,1.7002125307611435,3.15013673967742,0.0024668959024200846,0.002004270539147771,0,4864004,0.01,0.011599180499999986,0.009229476899999934,0,-0.28947916666666673,0.08125833333333476,0,0,116,-1
8,-576449209553,1.7002379304785127,3.1501574820238365,0.0026130475714200843,0.0021441987441477707,0,4864014,0.01,0.01399282049999998,0.01461516689999996,0,-0.4557291666666667,0.020008333333334738,0,0,116,-1
9,-576449209543,1.7002642830640717,3.150179324447303,0.0026574695404200837,0.0022242859491477707,0,4864024,0.01,0.008008720499999986,0.004442196899999945,0,-0.3594791666666667,0.11625833333333468,0,0,116,-1
10,-576449209533,1.700291438915321,3.1502023866298194,0.0027737007094200835,0.0023881505541477705,0,4864034,0.01,0.016386460499999974,0.011623116899999963,0,-0.12322916666666671,0.11625833333333468,0,0,116,-1
11,-576449209522,1.7003196673167602,3.150226907935386,0.002871979578420083,0.0025161105591477704,0,4864044,0.01,0.012796000499999974,0.009827886899999937,0,-0.3244791666666667,0.1512583333333346,0,0,116,-1
12,-576449209513,1.700254011097333,3.150069363999587,0.0023777314034011308,0.0015565023229588356,0,4864054,0.01,0.017583280499999982,0.009229476899999934,0,-0.4557291666666667,-0.014991666666665293,0,1,117,2
