1,-576448866036,2.000028682804616,2.7800313088873927,0.0017548593856489768,0.0018140449592544212,0,5207519,0.028,0.06366085049999998,0.06188955689999995,0,-0.3244791666666667,-0.10249166666666532,0,1,40,2
2,-576448865984,2.0000512961303905,2.780052906431295,0.002356654391548976,0.002112781204754421,0,5207530,0.011,0.027157840499999992,0.054708636899999954,0,-0.26322916666666674,0.04625833333333462,0,0,40,-1
4,-576448865980,2.000103686050601,2.7800863215449896,0.002672894129548975,0.0011060561147544202,0,5207550,0.01,-0.06260365950000005,-0.00513236310000005,0,-0.3332291666666667,-0.10249166666666532,0,0,40,-1
5,-576448865980,2.0001281237797413,2.780092815739162,0.0022146516985489745,1.9278271975441998e-4,0,5207560,0.01,-0.09132733950000002,-0.04582424310000006,0,-0.17572916666666671,-0.02374166666666533,0,0,40,-1
6,-576448865980,2.000148009005072,2.7800899378353843,0.001762393367548974,-7.683634752455801e-4,0,5207570,0.01,-0.0961146195,-0.04522583310000006,0,-0.2544791666666667,-0.18999166666666534,0,0,40,-1
7,-576448865975,2.0001723121011357,2.7800683162021724,0.001358038321303056,-0.001796303599999176,0,5207580,0.01,-0.09431938950000002,-0.048816293100000054,0,-0.2282291666666667,-0.08499166666666536,0,1,41,1
8,-576448865966,2.000183272146694,2.7800464450501976,8.339707903030554e-4,-0.002577926794999176,0,5207590,0.01,-0.07816231950000002,-0.05240675310000006,0,-0.1932291666666667,-0.14624166666666538,0,0,41,-1
9,-576448865956,2.0001911757134416,2.7800163986202726,7.467425593030547e-4,-0.0034313591899991763,0,5207600,0.01,-0.08534323950000001,-0.008722823100000067,0,-0.21947916666666673,-0.11999166666666539,0,0,41,-1
10,-576448865946,2.000216266177648,2.7800055718466696,0.001169875093742284,-0.0031896015424389113,0,5207610,0.01,0.005016670499999971,0.028977006899999953,0,-0.21947916666666673,-0.06749166666666528,0,1,42,2
11,-576448865936,2.00023099956543,2.77997617070227,0.0017768024627422834,-0.0026906273374389116,0,5207620,0.01,0.049897420499999984,0.06069273689999995,0,-0.2544791666666667,0.002508333333334667,0,0,42,-1
