347,-576458563206,0.899995488413039,3.1499766577598036,-7.556850043752756e-5,-6.375258426511081e-4,-0.0019638169054599377,-0.0202825135130903,0,159317,0.034,-0.02071495950000034,-0.0019707636000000296,0,-0.20259166666666664,-0.06174583333333261,0,1,540,2
348,-576458563205,0.8999943056690196,3.149969477932377,-1.0798194817232975e-4,-8.113756554055105e-4,-0.004072325628189533,-0.010675909827163684,0,159328,0.011,-0.009345169500000337,-0.004364403600000025,0,-0.16759166666666664,-0.04424583333333254,0,0,540,-1
349,-576458563204,0.8999929197650528,3.149960710287046,-1.5602997413184183e-4,-9.267195350631207e-4,-0.00800199828861994,-0.015281572698179712,0,159338,0.01,-0.01592767950000035,-0.008553273600000027,0,-0.24634166666666665,-0.1929958333333326,0,0,540,-1
350,-576458563202,0.8999909904276607,3.1499507763831347,-2.3215910684122143e-4,-0.0010673387029281611,-0.005336776267132356,-0.006926961776850491,0,159348,0.01,-0.005754709500000353,-0.004962813600000027,0,-0.22009166666666666,-0.07049583333333254,0,0,540,-1
351,-576458563189,0.8999882825503293,3.14993854229253,0.0,0.0,0.0,0.0,1,159359,0.011,-0.014730859500000346,0.012391076399999972,0,-0.11509166666666665,-0.10549583333333257,0,0,540,-1
352,-576458563181,0.8999881433322818,3.1499383878842964,0.0,0.0,0.0,0.0,1,159371,0.012,-0.014132449500000326,-0.01274214360000003,0,-0.045091666666666655,0.02575416666666741,0,0,540,-1
353,-576458563169,0.9000280167558194,3.149849921833025,3.42360693872531e-4,-7.580449465329913e-4,3.5162207381584993e-6,-7.785696073469623e-6,1,159381,0.01,-0.03806884950000034,0.007603796399999974,0,-0.18509166666666665,-0.02674583333333258,0,1,541,1
354,-576458563159,0.9000318645928058,3.1498412962279327,0.0,0.0,0.0,0.0,1,159392,0.011,-0.030887929500000372,0.008800616399999971,0,-0.07134166666666665,0.10450416666666751,0,0,541,-1
355,-576458563149,0.9000318680553859,3.149841126600892,0.0,0.0,0.0,0.0,1,159402,0.01,-0.02071495950000034,4.228763999999647e-4,0,-0.12384166666666666,-4.958333333324738e-4,0,0,541,-1
356,-576458563139,0.9000318429242076,3.1498409575037414,0.0,0.0,0.0,0.0,1,159412,0.01,-0.021313369500000325,-0.003167583600000027,0,0.04240833333333335,0.05200416666666752,0,0,541,-1
357,-576458563129,0.9000317943387686,3.149840794110046,0.0,0.0,0.0,0.0,1,159422,0.01,-0.02071495950000034,-0.006159633600000025,0,0.04240833333333335,0.1307541666666674,0,0,541,-1
358,-576458563118,0.9000317835243228,3.1498406874588656,0.0,0.0,0.0,0.0,1,159432,0.01,-0.01353403950000034,-0.0013723536000000269,0,-0.045091666666666655,0.00825416666666734,0,0,541,-1
359,-576458563107,0.9000317764322894,3.149840530538489,0.0,0.0,0.0,0.0,1,159443,0.011,-0.017124499500000324,-7.739436000000325e-4,0,-0.05384166666666665,-0.15799583333333256,0,0,541,-1
360,-576458563096,0.8999961675907118,3.1497023547485723,-2.0873552268858996e-4,-8.08542134210232e-4,-1.2201394526246425e-6,-4.7276089970575565e-6,1,159454,0.011,-0.01532926950000033,0.002816516399999976,0,-0.10634166666666664,-0.06174583333333261,0,1,542,2
361,-576458563087,0.8999939114298185,3.1496941578438276,0.0,0.0,0.0,0.0,1,159464,0.01,-0.01353403950000034,-0.020521473600000034,0,-0.15009166666666665,0.13950416666666743,0,0,542,-1
