1,-576458689015,2.0000152925056645,2.9000264619855227,6.645453416952559e-6,2.6162524022993195e-4,-0.0029338671047738495,0.006833883535638512,0,2277552,0.028,0.006779985299999965,-0.0032094723000000505,0,0.02779583333333329,-0.03998750000000062,0,1,25,2
2,-576458689005,2.0000158682732407,2.9000301869899654,1.0989436467740815e-5,3.6014894974599823e-4,0.005233689162319808,0.012042560921558827,0,2277563,0.011,0.01276408529999996,0.006365087699999962,0,-0.0509541666666667,0.15251249999999927,0,0,25,-1
3,-576458688994,2.000016229521198,2.9000347049755386,6.244346544889836e-5,4.788065028761854e-4,0.002027577974292645,0.00480347293811358,0,2277574,0.011,0.0037879352999999677,0.0015778076999999726,0,0.0715458333333333,0.08251249999999943,0,0,25,-1
4,-576458688984,2.0000170747479045,2.9000402373235086,8.912138640401109e-5,5.285631852801229e-4,0.004781815138940356,0.0028633393494603625,0,2277585,0.011,0.002591115299999979,0.005168267699999955,0,0.019045833333333297,0.1612624999999993,0,0,25,-1
5,-576458688974,2.000018177795516,2.900045760530354,0.0,0.0,0.0,0.0,1,2277595,0.01,0.013960905299999965,0.0015778076999999726,0,-0.04220416666666671,-0.02248750000000066,0,0,25,-1
6,-576458688963,2.000018195163396,2.9000457621063527,0.0,0.0,0.0,0.0,1,2277605,0.01,1.9747529999996743e-4,0.0021762176999999584,0,-0.1909541666666667,0.09126249999999925,0,0,25,-1
7,-576458688951,2.0000689593849494,2.9001219302179564,4.111622157616712e-4,6.167473254066928e-4,6.0026434480432054e-6,9.004023588749288e-6,1,2277616,0.011,1.9747529999996743e-4,-0.001414242300000042,0,0.001545833333333288,0.05626249999999933,0,1,27,2
8,-576458688941,2.0000735710801445,2.9001287280936072,0.0,0.0,0.0,0.0,1,2277627,0.011,0.0013942952999999733,0.009357137699999959,0,0.02779583333333329,-0.02248750000000066,0,0,27,-1
9,-576458688931,2.0000735692908784,2.900128837982106,0.0,0.0,0.0,0.0,1,2277637,0.01,0.013362495299999963,-2.1742230000005317e-4,0,0.1502958333333333,0.06501249999999936,0,0,27,-1
10,-576458688922,2.000073624578622,2.9001288823104043,0.0,0.0,0.0,0.0,1,2277647,0.01,0.005583165299999976,0.006963497699999964,0,-0.1472041666666667,0.15251249999999927,0,0,27,-1
11,-576458688912,2.00007360398095,2.9001289452363257,0.0,0.0,0.0,0.0,1,2277657,0.01,0.007976805299999971,-0.0026110623000000477,0,0.010295833333333296,0.030012499999999442,0,0,27,-1
12,-576458688901,2.0000736069832654,2.900129008096349,0.0,0.0,0.0,0.0,1,2277667,0.01,0.007976805299999971,3.809876999999497e-4,0,0.02779583333333329,0.030012499999999442,0,0,27,-1
13,-576458688890,2.000308346057013,2.8998813527385274,0.001436117932409865,-0.0015152917291210044,1.1343559662232707e-5,-1.1974625845902313e-5,1,2277678,0.011,-0.002196164700000027,0.0021762176999999584,0,-0.10345416666666672,-0.1449875000000007,0,1,28,1
14,-576458688879,2.0003241645351832,2.899864697120044,0.0,0.0,0.0,0.0,1,2277689,0.011,0.0013942952999999733,0.0021762176999999584,0,-0.007204166666666706,-0.17998750000000063,0,0,28,-1
