51,-576451742608,1.9378593093024685,1.733540724277868,3.234769012697674,2.4923956770729228,1,2,1,
52,-576451742475,1.9349412889425643,1.6960187653242922,3.2179073093229884,2.465032922633267,1,2,1,
53,-576451742345,1.927484604109985,1.7246117765133469,3.239006980925536,2.478714299853095,1,2,1,
54,-576451742215,1.9325516072154323,1.691997821152156,3.2179073093229884,2.4605694946041035,1,2,1,
55,-576451742084,1.9472885454433064,1.7569697918934382,3.239006980925536,2.5151979724393017,1,2,1,
56,-576451741952,1.925907336215785,1.7464959801441229,3.2517208856091218,2.4923956770729228,1,2,1,
57,-576451741821,1.9408375415009327,1.7302837132141098,3.230531044469812,2.4923956770729228,1,2,1,
58,-576451741690,1.9477155320028303,1.7090963929550087,3.2136693410951267,2.483274758926371,1,2,1,
59,-576451741559,1.972212948666197,1.6674844366151262,3.171289658816507,2.474153840779819,1,2,1,
60,-576451741427,1.9360359397243925,1.6812425971171283,3.209431372867265,2.4560090355308275,1,2,1,
61,-576451741297,1.9315135279523932,1.7066380618276698,3.2262930762419497,2.469593381706543,1,2,1,
62,-576451741166,1.9398380191794802,1.704216821044708,3.2179073093229884,2.474153840779819,1,2,1,
63,-576451741036,1.9541205298264805,1.6950719258355207,3.2009554364115407,2.478714299853095,1,2,1,
64,-576451740828,1.9625684880028218,1.7334902289647027,3.2136693410951267,2.510637513366026,1,2,1,
66,-576451740623,1.9193798309988717,1.6861902363572758,3.2262930762419497,2.4468881173842756,1,2,1,
67,-576451740417,1.9373504047123693,1.7408380869088103,3.239006980925536,2.4969561361461983,1,2,1,
68,-576451740315,1.941849392308821,1.715606299331404,3.222055108014088,2.483274758926371,1,2,1,
69,-576451740252,1.9428007167337764,1.7009157296031214,3.2136693410951267,2.474153840779819,1,2,1,
70,-576451740110,1.921807946653154,1.6903097050640092,3.2262930762419497,2.4514485764575515,1,2,1,
71,-576451739906,1.925907336215785,1.7464959801441229,3.2517208856091218,2.4923956770729228,1,2,1,
72,-576451739803,1.941849392308821,1.715606299331404,3.222055108014088,2.483274758926371,1,2,1,
73,-576451739728,1.9365581915078076,1.6737777348582308,3.205193404639403,2.4514485764575515,1,2,1,
74,-576451739596,1.9250294571044755,1.7205402445156697,3.239006980925536,2.474153840779819,1,2,1,
75,-576451739446,1.9472170239701123,1.7164673228942564,3.2179073093229884,2.487835217999647,1,2,1,
76,-576451739290,1.898477543599665,1.7091383258077308,3.2559588538369844,2.4468881173842756,1,2,1,
77,-576451739207,1.9290674234629526,1.7025433943145039,3.2262930762419497,2.465032922633267,1,2,1,
78,-576451739077,1.9452558637392867,1.7050091775068805,3.2136693410951267,2.478714299853095,1,2,1,
79,-576451738882,1.9541205298264805,1.6950719258355207,3.2009554364115407,2.478714299853095,1,2,1,
80,-576451738779,1.9078765068318067,1.6580066908996123,3.222055108014088,2.4195253629446203,1,2,1,
81,-576451738677,1.944752834448534,1.7123899988014029,3.2179073093229884,2.483274758926371,1,2,1,
82,-576451738469,1.9360359397243925,1.6812425971171283,3.209431372867265,2.4560090355308275,1,2,1,
83,-576451738370,1.9264324753517665,1.7392212658203692,3.24748291738126,2.487835217999647,1,2,1,
84,-576451738268,1.9689463582782643,1.7195693192949617,3.2009554364115407,2.50607705429275,1,2,1,
85,-576451738063,1.90560246686902,1.6878365758877922,3.239006980925536,2.437767199237724,1,2,1,
86,-576451738034,1.9516653828209711,1.690966952107201,3.2009554364115407,2.474153840779819,1,2,1,
87,-576451737858,1.9414279865904747,1.6820371343745957,3.205193404639403,2.4605694946041035,1,2,1,
88,-576451737756,1.938990828420124,1.6779106595866164,3.205193404639403,2.4560090355308275,1,2,1,
90,-576451737511,1.9383688307213194,1.7262231695546035,3.230531044469812,2.487835217999647,1,2,1,
91,-576451737378,1.9153058869700774,1.7042807861245466,3.239006980925536,2.4560090355308275,1,2,1,
92,-576451737244,1.9757512232018333,1.698134489201345,3.1840035635000925,2.4969561361461983,1,2,1,
93,-576451737038,1.9462637728070469,1.6901833898040322,3.205193404639403,2.469593381706543,1,2,1,
95,-576451736858,1.9712765529830283,1.6824759081152711,3.179765595272231,2.483274758926371,1,2,1,
96,-576451736629,1.9482146568643004,1.701704320527193,3.209431372867265,2.478714299853095,1,2,1,
98,-576451736424,1.9223502543387707,1.6828811988346803,3.222055108014088,2.4468881173842756,1,2,1,
99,-576451736322,1.937903986496861,1.6927100310416479,3.2136693410951267,2.465032922633267,1,2,1,
100,-576451736117,1.9555981788077053,1.672696123268751,3.188241531727955,2.465032922633267,1,2,1,
2,-576451959140,2.174216936261837,3.165021314478785,4.010353834105375,3.7424235046734866,1,2,1,
3,-576451959038,2.1629678794192224,3.126773496327026,3.9878649837424325,3.704371960159492,1,2,1,
