1,-576455922646,2.1469626049156556,2.82487032977485,3.7706637728341468,3.4481823114487247,1,2,1
2,-576455922441,2.1434766164170416,2.8274384909741257,3.7749140893470794,3.4481823114487247,1,2,1
3,-576455922399,2.082807692825778,2.834736298912175,3.821577138723096,3.4185205281244344,1,2,1
4,-576455922269,2.15739700711959,2.8171427155250277,3.757912823295352,3.4481823114487247,1,2,1
5,-576455922134,2.1731098373834468,2.837238345854873,3.7621631398082833,3.4736842105263155,1,2,1
6,-576455922003,2.184907420647463,2.8707078763681015,3.7791644058600102,3.5075963103635375,1,2,1
8,-576455921741,2.162038535613097,2.85588284979174,3.783414722372943,3.4820944112859467,1,2,1
9,-576455921610,2.1402925221512326,2.824504281812553,3.7749140893470794,3.443931994935793,1,2,1
10,-576455921479,2.165373585884433,2.7899334512032428,3.7325013564839935,3.431181045396998,1,2,1
11,-576455921346,2.133622439386812,2.8241286601202087,3.7791644058600102,3.439681678422861,1,2,1
12,-576455921216,2.1105895660011136,2.8199981682281035,3.791824923132574,3.422770844637367,1,2,1
13,-576455921083,2.153052462506372,2.8362222853186414,3.7749140893470794,3.4609332609875203,1,2,1
14,-576455920939,2.166698449483338,2.831412365091159,3.7621631398082833,3.465183577500452,1,2,1
15,-576455920825,2.097613963034607,2.813652318881164,3.7960752396455053,3.410019895098571,1,2,1
16,-576455920694,2.116188664792063,2.8368249526731875,3.8003255561584375,3.439681678422861,1,2,1
17,-576455920564,2.1821781313385196,2.856862719381525,3.7706637728341468,3.4948453608247423,1,2,1
18,-576455920394,2.1475585389506295,2.813858548921828,3.7621631398082833,3.439681678422861,1,2,1
19,-576455920300,2.1571108217480552,2.8226496564948964,3.7621631398082833,3.4524326279616564,1,2,1
20,-576455920168,2.1283056823098523,2.8017737298545695,3.7664134563212155,3.4185205281244344,1,2,1
21,-576455919984,2.1542129128537812,2.8142136122968524,3.757912823295352,3.443931994935793,1,2,1
22,-576455919882,2.072533261977698,2.7898185643644586,3.7960752396455053,3.3760173629951167,1,2,1
24,-576455919574,2.0371802607959126,2.7316924959853837,3.7791644058600102,3.3081931633206727,1,2,1
26,-576455919369,2.088916225578697,2.7937133457531114,3.7875746066196414,3.3887683125339123,1,2,1
27,-576455919145,2.1088168638524145,2.8473777709212924,3.8130765056972327,3.443931994935793,1,2,1
28,-576455919063,2.0740775073977686,2.7678327154858016,3.7791644058600102,3.359106529209622,1,2,1
29,-576455918960,2.0559373656155446,2.744236286483244,3.7749140893470794,3.3293543136190986,1,2,1
31,-576455918653,2.035448844187145,2.7537666990896343,3.7960752396455053,3.3251039971061673,1,2,1
32,-576455918545,2.0576492412613603,2.722057494755863,3.757912823295352,3.3124434798336044,1,2,1
33,-576455918448,1.9939293780485778,2.700076072440445,3.7875746066196414,3.2572797974317234,1,2,1
34,-576455918307,2.0013287414973577,2.689535910057458,3.7749140893470794,3.2530294809187916,1,2,1
35,-576455918204,2.0798726149452476,2.7319814053470957,3.749412190269488,3.3336046301320312,1,2,1
36,-576455918028,2.083715311575563,2.7238499786328263,3.7409115572436247,3.3293543136190986,1,2,1
37,-576455917936,2.104992588155331,2.750402561306545,3.7451618737565564,3.363356845722554,1,2,1
38,-576455917731,2.1269287462181232,2.712640704892175,3.702749140893471,3.3463555796708264,1,2,1
39,-576455917629,2.092961772924867,2.7328661840814696,3.7409115572436247,3.3421052631578947,1,2,1
40,-576455917526,2.2965732689670815,2.8388402752847055,3.681587990595044,3.5500090432266234,1,2,1
41,-576455917322,2.278769974345118,2.755446985869803,3.6306746247060953,3.4736842105263155,1,2,1
43,-576455917117,2.230890566115971,2.630193996743661,3.571260625791282,3.3463555796708264,1,2,1
44,-576455917014,2.3580124503300066,2.689670768981335,3.5288478929281966,3.4736842105263155,1,2,1
45,-576455916810,2.3077967596645625,2.615267146595951,3.5075963103635375,3.3845179960209806,1,2,1
47,-576455916605,2.4127856539263224,2.658758723999525,3.4694338940133838,3.4863447277988784,1,2,1
48,-576455916502,2.390447717202574,2.6161760079229612,3.4524326279616564,3.439681678422861,1,2,1
49,-576455916305,2.4635855805385614,2.6186021425756776,3.4057695785856397,3.4905950443118106,1,2,1
50,-576455916236,2.485623316407771,2.6039666184760146,3.380267679508049,3.4948453608247423,1,2,1
51,-576455916117,2.5075909215272145,2.594983125132429,3.359106529209622,3.5033459938506057,1,2,1
52,-576455915744,2.5363773680249673,2.6028088005174816,3.3463555796708264,3.5288478929281966,1,2,1
53,-576455915743,2.327427624557784,2.385701279894879,3.3293543136190986,3.227527581841201,1,2,1
54,-576455915725,2.3786717531788786,2.412988992272824,3.3124434798336044,3.282691264243082,1,2,1
55,-576455915311,2.4278100739236255,2.4776469124253735,3.3251039971061673,3.363356845722554,1,2,1
56,-576455915310,2.4672037885455405,2.433263077814607,3.2657804304575873,3.359106529209622,1,2,1
57,-576455915310,2.563923072267036,2.4865098644842387,3.240278531379996,3.465183577500452,1,2,1
58,-576455915057,2.292093549211517,2.2182692372427626,3.240278531379996,3.083288117200217,1,2,1
59,-576455915055,2.3793303555433867,2.2686825604834526,3.2106167480557057,3.1808645324651836,1,2,1
60,-576455914773,2.417759421457815,2.2960911726350828,3.2021161150298423,3.227527581841201,1,2,1
61,-576455914754,2.362185503281685,2.206970688912726,3.1808645324651836,3.1257008500633026,1,2,1
62,-576455914613,2.368141085309481,2.1884660412003827,3.163953698679689,3.1172906493036714,1,2,1
63,-576455914514,2.3709458255093567,2.203926498920879,3.17236389943932,3.1299511665762343,1,2,1
64,-576455914345,2.351263250799602,2.1380642407716848,3.14270211611503,3.0705371676614215,1,2,1
65,-576455914288,2.345373263401209,2.1506229982646223,3.155453065653825,3.074787484174353,1,2,1
66,-576455914158,2.359682490199068,2.1602115343046266,3.1512027491408934,3.0917887502260806,1,2,1
67,-576455913940,2.26551754242248,2.1104235784408636,3.1893651654910475,2.9891155128456557,1,2,1
68,-576455913840,2.2910312428016306,2.1401960878563235,3.1893651654910475,3.0281244347983356,1,2,1
70,-576455913533,2.15640359885592,2.071059971194452,3.24877916440586,2.8833104530300058,1,2,1
71,-576455913430,2.153517114597662,2.0674218630297974,3.24877916440586,2.8787017062169054,1,2,1
73,-576455913226,2.0976572389501755,2.064883683655296,3.2911918972689453,2.837321043341831,1,2,1
74,-576455913021,2.0778713548615615,2.0390664827987064,3.2911918972689453,2.8050598156501274,1,2,1
75,-576455912935,2.04424836136227,2.0719443312601995,3.3378549466449625,2.8050598156501274,1,2,1
76,-576455912816,2.0133480342421044,2.0378553279645213,3.3421052631578947,2.7590704059619533,1,2,1
77,-576455912714,1.9728403335839104,2.025696877816286,3.3676071622354855,2.7222984898999805,1,2,1
78,-576455912509,1.9623699046647052,2.054484192547646,3.393018629046844,2.736124730339282,1,2,1
79,-576455912407,1.9199228941662465,2.024691614046884,3.410019895098571,2.6854285153951754,1,2,1
80,-576455912332,1.9194629776273193,2.0313770325489604,3.414270211611503,2.690037262208276,1,2,1
81,-576455912199,1.8976100100887616,2.00777755264827,3.4185205281244344,2.6578740929594034,1,2,1
82,-576455911997,1.8526382590368753,2.0173815474150287,3.4609332609875203,2.634830358893901,1,2,1
85,-576455911587,1.7775413072484274,2.0877669040424154,3.562759992765418,2.639439105707001,1,2,1
86,-576455911485,1.7517790361093137,2.1616217490662795,3.626424308193163,2.6809178270249068,1,2,1
87,-576455911382,1.7185118600733547,2.129122502151052,3.6348345089527943,2.634830358893901,1,2,1
88,-576455911280,1.697548144677854,2.1510660908623787,3.664586724543317,2.639439105707001,1,2,1
89,-576455911160,1.6856121164234148,2.200306231152673,3.702749140893471,2.6717003333987055,1,2,1
90,-576455910973,1.6907682670000899,2.1562039581771044,3.6730873575691807,2.639439105707001,1,2,1
91,-576455910871,1.6555152503539872,2.2165063667462173,3.736661240730693,2.667091586585605,1,2,1
93,-576455910563,1.6631408289266898,2.256234028812902,3.7536625067824203,2.7038635026475784,1,2,1
94,-576455910445,1.6681247939505575,2.320122053029876,3.7875746066196414,2.7590704059619533,1,2,1
95,-576455910378,1.688931885252766,2.361634926497308,3.7960752396455053,2.8050598156501274,1,2,1
96,-576455910246,1.665733719788585,2.366292772586647,3.817326822210165,2.795842322023926,1,2,1
97,-576455910116,1.6635588797009464,2.384420926183301,3.8300777717489596,2.809668562463228,1,2,1
98,-576455909949,1.6869140451013336,2.4075980882309387,3.8258274552360287,2.841929790154932,1,2,1
100,-576455909642,1.667457810350426,2.519188963247962,3.910652920962199,2.9246911159050795,1,2,1
101,-576455909520,1.6735977988624442,2.553469019124819,3.9276541870139265,2.9569523435967837,1,2,1
102,-576455909437,1.718773116942283,2.5940225729091386,3.919153553988063,3.0153734852595404,1,2,1
103,-576455909328,1.7327364678958674,2.6554730279237537,3.9488153373123525,3.074787484174353,1,2,1
104,-576455909230,1.7327364678958674,2.6554730279237537,-1.0,-1.0,1,2,0,1
105,-576455909120,1.751421489913938,2.663802735226011,3.940314704286489,3.0917887502260806,1,2,1
106,-576455908925,1.765754363561474,2.6798826045772057,3.940314704286489,3.1130403327907397,1,2,1
107,-576455908822,1.7830217097401442,2.6990220125489723,3.940314704286489,3.138451799602098,1,2,1
108,-576455908719,1.8177530766494594,2.686784780918678,3.9064026044492675,3.1469524326279616,1,2,1
109,-576455908299,1.8548297164558503,2.708106331098205,3.8936516549104723,3.185114848978115,1,2,1
110,-576455908298,1.8574344877941176,2.686084350508244,3.876740821124977,3.1682040151926203,1,2,1
111,-576455908298,1.8953139089018287,2.6706346264776344,3.8384879725085908,3.1766142159522515,1,2,1
112,-576455908208,2.1293131134858787,2.900536589240251,3.8384879725085908,3.499095677337674,1,2,1
113,-576455908003,2.0670635283971546,2.819855116015017,3.821577138723096,3.3972689455597758,1,2,1
114,-576455907901,2.0737336111615763,2.820326501050506,3.817326822210165,3.401519262072707,1,2,1
