seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
1,-576453626902,0.9,3.15,7.8024000000000004,2.5664,1,2,0,4
2,-576453626770,1.913907788043478,1.8588796053013628,3.3218,2.5617,1,2,1,
3,-576453626641,1.9026808163043483,1.8501687794560513,3.3265,2.5476,1,2,1,
4,-576453626509,1.9034766489130437,1.8427109044197223,3.3218,2.5429,1,2,1,
5,-576453626378,1.9037766576086956,1.8689823142257325,3.3358,2.5617,1,2,1,
6,-576453626247,1.8607959293478258,1.8454990212172557,3.3593,2.5147999999999997,1,2,1,
7,-576453626116,1.913907788043478,1.8588796053013628,3.3218,2.5617,1,2,1,
8,-576453625985,1.8770780521739132,1.8623059445032368,3.3545999999999996,2.5382,1,2,1,
9,-576453625856,1.8883049217391306,1.8710438756064067,3.3499,2.5523,1,2,1,
10,-576453625717,1.8856995380434785,1.8670148375374673,3.3499,2.5476,1,2,1,
11,-576453625595,1.904824195652174,1.8877582166292937,3.3451999999999997,2.5757999999999996,1,2,1,
12,-576453625514,1.904824195652174,1.8877582166292937,-1.0,-1.0,1,2,0,1
13,-576453625329,1.904824195652174,1.8877582166292937,-1.0,-1.0,1,2,0,1
14,-576453625201,1.9356823739130435,1.883494061104364,3.3171,2.5945,1,2,1,
15,-576453625070,1.9071825739130435,1.8655985334167426,3.3311,2.5617,1,2,1,
16,-576453624942,1.8974844554347827,1.8420683224894971,3.3265,2.5382,1,2,1,
20,-576453624404,1.8839235000000003,1.8555681062058413,3.3451999999999997,2.5382,1,2,1,
21,-576453624150,1.9094688423913047,1.843345551870881,3.3171,2.5476,1,2,1,
22,-576453624149,1.8607959293478258,1.8454990212172557,3.3593,2.5147999999999997,1,2,1,
23,-576453624028,1.872809175,1.8730436196196232,3.364,2.5429,1,2,1,
24,-576453623895,1.9251731771739133,1.8675501405256705,3.3171,2.5757999999999996,1,2,1,
25,-576453623709,1.871057147826087,1.8616232580572942,3.3593,2.5335,1,2,1,
26,-576453623505,1.871057147826087,1.8616232580572942,-1.0,-1.0,1,2,0,1
27,-576453623491,1.8693744000000003,1.8502499472641676,3.3545999999999996,2.5242,1,2,1,
28,-576453623300,1.9034766489130437,1.8427109044197223,3.3218,2.5429,1,2,1,
29,-576453623198,1.871057147826087,1.8616232580572942,3.3593,2.5335,1,2,1,
30,-576453623095,1.8865192793478265,1.8596102548666449,3.3451999999999997,2.5429,1,2,1,
31,-576453622966,1.8933455184782613,1.8528456010856669,3.3358,2.5429,1,2,1,
32,-576453622788,1.8839235000000003,1.8555681062058413,3.3451999999999997,2.5382,1,2,1,
33,-576453622686,1.8744870750000002,1.858263772423134,3.3545999999999996,2.5335,1,2,1,
34,-576453622481,1.872809175,1.8730436196196232,3.364,2.5429,1,2,1,
36,-576453622306,1.9086826141304347,1.850806067110586,3.3218,2.5523,1,2,1,
37,-576453622174,1.9037766576086956,1.8689823142257325,3.3358,2.5617,1,2,1,
38,-576453622053,1.9021948010869565,1.8837527393122395,3.3451999999999997,2.5711,1,2,1,
39,-576453621926,1.8901049706521746,1.882438562147823,3.3545999999999996,2.5617,1,2,1,
40,-576453621795,1.8923622782608698,1.8340326996631826,3.3265,2.5288999999999997,1,2,1,
41,-576453621560,1.9026808163043483,1.8501687794560513,3.3265,2.5476,1,2,1,
42,-576453621457,1.878844485869565,1.8737264200234203,3.3593,2.5476,1,2,1,
43,-576453621355,1.8686880652173912,1.909610574275582,3.3874,2.5664,1,2,1,
44,-576453621253,1.8642258565217396,1.842128948256831,3.3545999999999996,2.5147999999999997,1,2,1,
45,-576453621035,1.9255926521739135,1.833661054777117,3.2983,2.5523,1,2,1,
46,-576453620968,1.9326898054347827,1.8532757102161104,3.303,2.5711,1,2,1,
47,-576453620865,1.8891198608695654,1.8636471220835837,3.3451999999999997,2.5476,1,2,1,
48,-576453620740,1.9094688423913047,1.843345551870881,3.3171,2.5476,1,2,1,
49,-576453620586,1.8796738315217394,1.8663428815608387,3.3545999999999996,2.5429,1,2,1,
50,-576453620433,1.8737414608695655,1.8917628050300888,3.3733999999999997,2.557,1,2,1,
