seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
1,-576454478746,1.2755065113636364,1.6780817091723912,1.9236000000000002,2.0081,1,2,1,
2,-576454478615,1.3029387477272727,1.634377751426831,1.8719999999999999,1.9893,1,2,1,
3,-576454478485,1.3559030886363637,1.6229180754106816,1.8344999999999998,2.0128,1,2,1,
4,-576454478355,1.3374975818181818,1.6610841023963188,1.8766999999999998,2.0315,1,2,1,
5,-576454478225,1.3465485,1.6719112790617587,1.8814,2.0456,1,2,1,
6,-576454478095,1.3216705454545452,1.678997089736134,1.9002000000000001,2.0362,1,2,1,
7,-576454477964,1.287282193181818,1.657844110526071,1.9002000000000001,1.9987000000000001,1,2,1,
8,-576454477832,1.3026881522727274,1.6286634753432456,1.8673,1.9846000000000001,1,2,1,
9,-576454477704,1.2877898545454547,1.669142017069191,1.9095,2.0081,1,2,1,
10,-576454477572,1.3730913636363637,1.6331079021451773,1.8344999999999998,2.0315,1,2,1,
11,-576454477443,1.336266234090909,1.6383984507820075,1.8578999999999999,2.0128,1,2,1,
12,-576454477313,1.3577995522727275,1.6512653516211881,1.8578999999999999,2.0362,1,2,1,
13,-576454477183,1.3569537,1.6399640360889651,1.8486000000000002,2.0268,1,2,1,
14,-576454477053,1.3585613795454543,1.662607396087666,1.8673,2.0456,1,2,1,
15,-576454476920,1.349119506818182,1.646126153437222,1.8578999999999999,2.0268,1,2,1,
16,-576454476791,1.3538253818181818,1.6543791172626532,1.8625999999999998,2.0362,1,2,1,
17,-576454476660,1.3604659477272727,1.69085355977308,1.8908,2.0691,1,2,1,
18,-576454476501,1.323712,1.6362346929304,1.8625999999999998,2.0034,1,2,1,
19,-576454476392,1.3119999204545456,1.6511001851283935,1.8814,2.0081,1,2,1,
20,-576454476266,1.4134859999999998,1.6668055349373343,1.8438999999999999,2.0831,1,2,1,
21,-576454476086,1.3468992909090907,1.6775663575812836,1.8861,2.0503,1,2,1,
22,-576454475886,1.3468992909090907,1.6775663575812836,-1.0,-1.0,1,2,0,1
23,-576454475824,1.3405713272727273,1.6410025241805195,1.8578999999999999,2.0175,1,2,1,
24,-576454475682,1.3119999204545456,1.6511001851283935,1.8814,2.0081,1,2,1,
25,-576454475564,1.3704838909090906,1.6532311258644203,1.8532,2.0456,1,2,1,
26,-576454475395,1.3569537,1.6399640360889651,1.8486000000000002,2.0268,1,2,1,
27,-576454475272,1.3494803386363636,1.6518087068564578,1.8625999999999998,2.0315,1,2,1,
28,-576454475067,1.307454272727273,1.6427510380698715,1.8766999999999998,1.9987000000000001,1,2,1,
29,-576454474965,1.286440465909091,1.6350435422578837,1.8814,1.9799,1,2,1,
30,-576454474911,1.3875095749999997,1.657694991061215,1.8486000000000002,2.0597,1,2,1,
31,-576454474760,1.3801065000000001,1.6695909078090523,1.8625999999999998,2.0644,1,2,1,
32,-576454474649,1.3227255749999998,1.6191579456004168,1.8486000000000002,1.9893,1,2,1,
33,-576454474453,1.3538253818181818,1.6543791172626532,1.8625999999999998,2.0362,1,2,1,
34,-576454474389,1.333162579545455,1.6584863357855424,1.8766999999999998,2.0268,1,2,1,
35,-576454474248,1.3348589454545454,1.6156178923450282,1.8392,1.994,1,2,1,
36,-576454474043,1.3569537,1.6399640360889651,1.8486000000000002,2.0268,1,2,1,
37,-576454473941,1.3266698363636364,1.6160764995860226,1.8438999999999999,1.9893,1,2,1,
38,-576454473839,1.287282193181818,1.657844110526071,1.9002000000000001,1.9987000000000001,1,2,1,
39,-576454473734,1.366118765909091,1.6506923753841152,1.8532,2.0409,1,2,1,
40,-576454473606,1.368925734090909,1.6902664177998183,1.8861,2.0738,1,2,1,
41,-576454473478,1.3494803386363636,1.6518087068564578,1.8625999999999998,2.0315,1,2,1,
43,-576454473213,1.3629365454545455,1.6651536682790709,1.8673,2.0503,1,2,1,
44,-576454473082,1.3919148636363634,1.66018736335727,1.8486000000000002,2.0644,1,2,1,
45,-576454472952,1.3585613795454543,1.662607396087666,1.8673,2.0456,1,2,1,
46,-576454472821,1.3699888295454543,1.6476236048674817,1.8486000000000002,2.0409,1,2,1,
47,-576454472691,1.3132609636363635,1.6794140309068664,1.9049,2.0315,1,2,1,
48,-576454472561,1.305188775,1.6853936121356228,1.9142,2.0315,1,2,1,
49,-576454472432,1.337828290909091,1.666753401797899,1.8814,2.0362,1,2,1,
50,-576454472301,1.3774364068181821,1.6356439280416815,1.8344999999999998,2.0362,1,2,1,
