seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
1,-576454332333,1.2991661931818186,5.76198150304514,5.7989999999999995,5.8365,1,2,1,
2,-576454332200,1.2123937931818185,5.7460963596914825,5.7989999999999995,5.8037,1,2,1,
3,-576454332069,1.1380453090909073,5.769667258352915,5.8365,5.8130999999999995,1,2,1,
4,-576454331937,1.2370910113636358,5.7316315017674295,5.7802,5.7943,1,2,1,
5,-576454331805,1.2867023272727267,5.759783605921111,5.7989999999999995,5.831799999999999,1,2,1,
6,-576454331674,1.1751622090909108,5.758023894846864,5.8178,5.808400000000001,1,2,1,
7,-576454331541,1.2620191704545467,5.750570873824492,5.7943,5.8178,1,2,1,
8,-576454331410,1.2371813795454576,5.745992369202675,5.7943,5.808400000000001,1,2,1,
9,-576454331278,1.212383752272727,5.741309461598416,5.7943,5.7989999999999995,1,2,1,
10,-576454331147,1.3734584522727284,5.750694783123821,5.775499999999999,5.8412,1,2,1,
11,-576454331017,1.2742723909090934,5.738461559327676,5.7802,5.808400000000001,1,2,1,
12,-576454330884,1.286686265909089,5.7406860145594685,5.7802,5.8130999999999995,1,2,1,
13,-576454330752,1.150444909090907,5.743508026951837,5.808400000000001,5.7896,1,2,1,
14,-576454330620,1.261904699999996,5.764881338061002,5.808400000000001,5.831799999999999,1,2,1,
15,-576454330493,1.2124239159090935,5.760456187671303,5.8130999999999995,5.8178,1,2,1,
16,-576454330363,1.237241625000001,5.755565557100134,5.8037,5.8178,1,2,1,
17,-576454330234,1.311459790909089,5.7545820543673925,5.7896,5.831799999999999,1,2,1,
18,-576454330102,1.261818352272728,5.731424039474811,5.775499999999999,5.7989999999999995,1,2,1,
19,-576454329971,1.2862133090909076,5.726380799887864,5.7662,5.7989999999999995,1,2,1,
20,-576454329840,1.2991905090909077,5.747670433862096,5.7849,5.8225,1,2,1,
21,-576454329710,1.2123737113636353,5.73652241851442,5.7896,5.7943,1,2,1,
22,-576454329556,1.2,5.762862403384139,5.8178,5.8178,1,2,1,
23,-576454329452,1.2743085340909082,5.762345464584688,5.8037,5.831799999999999,1,2,1,
24,-576454329319,1.3734584522727284,5.750694783123821,5.775499999999999,5.8412,1,2,1,
25,-576454329147,1.274392881818182,5.748034590903673,5.7896,5.8178,1,2,1,
26,-576454329044,1.3367282727272727,5.773202011936763,5.8037,5.8553,1,2,1,
27,-576454328839,1.237066909090907,5.769875005998859,5.8178,5.831799999999999,1,2,1,
28,-576454328802,1.274392881818182,5.748034590903673,5.7896,5.8178,1,2,1,
29,-576454328634,1.1505091749999992,5.7673911955751995,5.831799999999999,5.8130999999999995,1,2,1,
30,-576454328532,1.2621195795454552,5.760143424016343,5.8037,5.8272,1,2,1,
31,-576454328327,1.261904699999996,5.764881338061002,5.808400000000001,5.831799999999999,1,2,1,
32,-576454328225,1.2248578727272739,5.762810255571549,5.8130999999999995,5.8225,1,2,1,
33,-576454328123,1.2248578727272739,5.762810255571549,-1.0,-1.0,1,2,0,1
34,-576454328020,1.2248578727272739,5.762810255571549,-1.0,-1.0,1,2,0,1
35,-576454327918,1.349482897727276,5.784862583208691,5.8130999999999995,5.869400000000001,1,2,1,
36,-576454327713,1.3855296886363626,5.747984806897478,5.7709,5.8412,1,2,1,
37,-576454327649,1.212383752272727,5.741309461598416,5.7943,5.7989999999999995,1,2,1,
38,-576454327508,1.2123937931818185,5.7460963596914825,5.7989999999999995,5.8037,1,2,1,
39,-576454327321,1.2619689659090882,5.745784382529253,5.7896,5.8130999999999995,1,2,1,
40,-576454327201,1.2,5.777118930142798,5.831799999999999,5.831799999999999,1,2,1,
41,-576454327099,1.3109207818181816,5.72596727881344,5.7615,5.8037,1,2,1,
42,-576454326996,1.286686265909089,5.7406860145594685,5.7802,5.8130999999999995,1,2,1,
43,-576454326875,1.187616247727273,5.741309461598416,5.7989999999999995,5.7943,1,2,1,
44,-576454326744,1.2738895886363621,5.728942175589672,5.7709,5.7989999999999995,1,2,1,
45,-576454326614,1.2619689659090882,5.745784382529253,5.7896,5.8130999999999995,1,2,1,
46,-576454326481,1.2373018704545478,5.765138169411181,5.8130999999999995,5.8272,1,2,1,
47,-576454326351,1.1876062068181812,5.7460963596914825,5.8037,5.7989999999999995,1,2,1,
48,-576454326217,1.3482826840909077,5.737116720324878,5.7662,5.8225,1,2,1,
49,-576454326088,1.2867023272727267,5.759783605921111,5.7989999999999995,5.831799999999999,1,2,1,
50,-576454325961,1.311459790909089,5.7545820543673925,5.7896,5.831799999999999,1,2,1,
