seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
1,-576453453773,3.4811446956521728,5.488900457543157,5.5738,6.4041999999999994,1,2,1,
2,-576453453640,2.4,5.132289075800392,5.5785,5.5785,1,2,1,
3,-576453453509,2.543507625,5.184629046636851,5.5691,5.6864,1,2,1,
4,-576453453356,2.520708538043479,5.19541690573693,5.587899999999999,5.6864,1,2,1,
5,-576453453247,2.790416452173914,5.266465822170403,5.555,5.869400000000001,1,2,1,
6,-576453453115,3.029965585869565,5.372654159873626,5.5785,6.0758,1,2,1,
7,-576453452986,3.1040060141304346,5.444249563847428,5.6254,6.1743,1,2,1,
8,-576453452853,2.4227540380434784,5.152820517983432,5.587899999999999,5.606599999999999,1,2,1,
9,-576453452725,1.951126185869565,4.882593180062646,5.5597,5.175,1,2,1,
10,-576453452594,2.4282224347826094,5.098727006303167,5.5363,5.5597,1,2,1,
11,-576453452464,3.15374144347826,5.400136380166706,5.5691,6.160299999999999,1,2,1,
12,-576453452332,3.0175594249999995,5.368745713191567,5.5785,6.0664,1,2,1,
13,-576453452201,3.39819614347826,5.479312015269073,5.583200000000001,6.3526,1,2,1,
14,-576453452072,3.10693516521739,5.41580951228974,5.597300000000001,6.1509,1,2,1,
15,-576453451943,3.545026073913042,5.493214361942701,5.564400000000001,6.4418,1,2,1,
16,-576453451812,3.1648959445652176,5.442348198974884,5.606599999999999,6.2025,1,2,1,
17,-576453451681,2.793179051086956,5.312490015077118,5.597300000000001,5.9116,1,2,1,
18,-576453451551,2.937518142391304,5.342761089601551,5.5785,6.0054,1,2,1,
19,-576453451409,3.0135819793478253,5.328131796347985,5.541,6.0289,1,2,1,
20,-576453451288,3.051734830434783,5.408841804979704,5.606599999999999,6.117999999999999,1,2,1,
21,-576453451157,2.382864668478261,5.145159579975258,5.597300000000001,5.583200000000001,1,2,1,
22,-576453451029,2.974885288043478,5.360000138473743,5.583200000000001,6.0383000000000004,1,2,1,
23,-576453450884,3.021375031521739,5.345303883178127,5.555,6.0477,1,2,1,
24,-576453450756,3.0009225999999996,5.383188847097882,5.597300000000001,6.0711,1,2,1,
25,-576453450551,3.074488868478261,5.396245408817192,5.587899999999999,6.117999999999999,1,2,1,
26,-576453450509,2.9033549565217394,5.360934959848876,5.606599999999999,6.0054,1,2,1,
27,-576453450346,2.9017337478260883,5.340639365548589,5.587899999999999,5.9867,1,2,1,
28,-576453450244,2.9877086250000016,5.369086825489936,5.587899999999999,6.0524000000000004,1,2,1,
29,-576453450115,2.885492121739131,5.359825689203859,5.6113,5.9961,1,2,1,
30,-576453449969,2.9029561565217397,5.3559435941797275,5.602,6.000800000000001,1,2,1,
31,-576453449853,2.5084924086956533,5.149325893415267,5.5503,5.639500000000001,1,2,1,
32,-576453449723,1.8596703749999999,4.856729643047065,5.583200000000001,5.1187000000000005,1,2,1,
33,-576453449515,3.3500058304347817,5.448153675298613,5.564400000000001,6.301,1,2,1,
34,-576453449425,2.124127496739131,5.061571798043462,5.6348,5.4049000000000005,1,2,1,
35,-576453449322,3.526184233695653,5.493990389114894,5.5691,6.4324,1,2,1,
36,-576453449117,3.449469444565217,5.525000395426833,5.6160000000000005,6.4183,1,2,1,
37,-576453449015,2.76168039673913,5.275912700726508,5.5738,5.8647,1,2,1,
38,-576453448913,2.8850989565217393,5.354724098610738,5.606599999999999,5.9914,1,2,1,
