seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
2,-576451959140,2.174216936261837,3.165021314478785,4.010353834105375,3.7424235046734866,1,2,1,
3,-576451959038,2.1629678794192224,3.126773496327026,3.9878649837424325,3.704371960159492,1,2,1,
4,-576451958833,2.149402891993299,3.1510764442215398,4.015248525344086,3.7170858648430776,1,2,1,
5,-576451958800,2.1357359606489172,3.1397848884297312,4.015248525344086,3.70013399193163,1,2,1,
6,-576451958667,2.1288487218325023,3.1595035564087484,4.034827290298931,3.712847896615216,1,2,1,
7,-576451958535,2.1400058351656757,3.136967403575537,4.010353834105375,3.70013399193163,1,2,1,
8,-576451958392,2.151984701463054,3.1595288260857712,4.020143216582797,3.725561801298802,1,2,1,
9,-576451958274,2.1340062436449028,3.1510653333567156,4.025037907821508,3.7086099283873533,1,2,1,
10,-576451958144,2.1348717540629565,3.1454270406088756,4.020143216582797,3.704371960159492,1,2,1,
11,-576451958012,2.211469540596471,3.15527830351585,3.9793890472867086,3.7551374093570735,1,2,1,
12,-576451957880,2.1348717540629565,3.1454270406088756,4.020143216582797,3.704371960159492,1,2,1,
13,-576451957746,2.1408635296581706,3.1313184631486104,4.005459142866664,3.6958960237037677,1,2,1,
14,-576451957615,2.1408475181756597,3.156713494059672,4.025037907821508,3.7170858648430776,1,2,1,
15,-576451957484,2.1194881157675076,3.1453699566131217,4.029932599060219,3.6958960237037677,1,2,1,
16,-576451957354,2.145750091818224,3.1178939782310104,3.9920127824335316,3.6874200872480434,1,2,1,
17,-576451957223,2.136598863402787,3.1341388567338853,4.010353834105375,3.6958960237037677,1,2,1,
19,-576451956964,2.1092035622259377,3.162149203485347,4.0494072216482815,3.704371960159492,1,2,1,
20,-576451956785,2.1559592938190426,3.1263652157061914,3.9920127824335316,3.70013399193163,1,2,1,
21,-576451956683,2.1043862943850313,3.1199089519170444,4.020143216582797,3.6663204156454965,1,2,1,
22,-576451956478,2.095820504044643,3.125484661937684,4.029932599060219,3.6663204156454965,1,2,1,
23,-576451956442,2.142917829421622,3.1046055345408656,3.98362701551457,3.674796352101221,1,2,1,
24,-576451956273,2.145469471347652,3.1231732525754063,3.9962507506613933,3.691658055475906,1,2,1,
25,-576451956171,2.1316062607097837,3.1172250539541575,4.0005644516279535,3.6790343203290825,1,2,1,
26,-576451955966,2.1696262251634244,3.1376163321779478,3.9920127824335316,3.7170858648430776,1,2,1,
27,-576451955863,2.1348717540629565,3.1454270406088756,4.020143216582797,3.704371960159492,1,2,1,
28,-576451955754,2.1314608778707846,3.142597332328985,4.020143216582797,3.70013399193163,1,2,1,
29,-576451955655,2.154503726391218,3.16791258383617,4.025037907821508,3.733947568217763,1,2,1,
31,-576451955350,2.1034857271763983,3.1255558506428494,4.025037907821508,3.6705583838733586,1,2,1,
32,-576451955249,2.157937432765441,3.1454193333761733,4.005459142866664,3.7170858648430776,1,2,1,
33,-576451955131,2.1698013450914133,3.132395480021635,3.9878649837424325,3.712847896615216,1,2,1,
34,-576451954942,2.1883564391372015,3.1147275546200572,3.96243717437526,3.7086099283873533,1,2,1,
35,-576451954840,2.1327786579290016,3.09608909580017,3.98362701551457,3.6620824474176343,1,2,1,
36,-576451954737,2.1947456306008006,3.130884853151059,3.9709131108309843,3.725561801298802,1,2,1,
38,-576451954427,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
39,-576451954225,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
40,-576451954136,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
41,-576451953989,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
42,-576451953836,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
43,-576451953696,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
44,-576451953549,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
45,-576451953403,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
46,-576451953200,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
47,-576451953099,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
48,-576451952894,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
49,-576451952792,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
50,-576451952586,2.197662382089766,3.1441628327637754,-1.0,-1.0,1,2,0,1
