seq,timestamp_ms,px_m,py_m,d1_m,d2_m,anchor1_id,anchor2_id,valid,reason_code
2,-576454652606,1.2438059840909095,3.2981960471556864,3.4156,3.4437,1,2,1,
3,-576454652473,1.3317297386363631,3.296063995203852,3.3874,3.4718999999999998,1,2,1,
4,-576454652342,1.3460295454545452,3.290601793163476,3.3781,3.4718999999999998,1,2,1,
5,-576454652209,1.287407029545455,3.2825120628059596,3.3874,3.4437,1,2,1,
6,-576454652080,1.3164409090909093,3.281744285163986,3.3781,3.4531,1,2,1,
7,-576454651948,1.353662238636364,3.2977346999743156,3.3827999999999996,3.4813,1,2,1,
8,-576454651817,1.3169153386363632,3.291608136186659,3.3874,3.4625,1,2,1,
9,-576454651686,1.3164409090909093,3.281744285163986,3.3781,3.4531,1,2,1,
10,-576454651555,1.3089186659090917,3.2745287018751412,3.3733999999999997,3.4437,1,2,1,
11,-576454651423,1.2657178568181817,3.285507794503859,3.3968000000000003,3.4391000000000003,1,2,1,
12,-576454651290,1.3671738840909093,3.2722936857893568,3.3545999999999996,3.4625,1,2,1,
13,-576454651160,1.287647584090909,3.2924362485641914,3.3968000000000003,3.4531,1,2,1,
14,-576454651028,1.3313954545454552,3.2911635371460033,3.3827999999999996,3.4672,1,2,1,
15,-576454650896,1.287647584090909,3.2924362485641914,3.3968000000000003,3.4531,1,2,1,
16,-576454650766,1.2802755272727266,3.2901253432114452,3.3968000000000003,3.4484,1,2,1,
17,-576454650634,1.294769045454545,3.2848090342435414,3.3874,3.4484,1,2,1,
18,-576454650503,1.3301088750000012,3.251511244029331,3.3451999999999997,3.4297000000000004,1,2,1,
19,-576454650374,1.3462299363636374,3.2955598139167126,3.3827999999999996,3.4766000000000004,1,2,1,
20,-576454650243,1.2510436022727276,3.280780202314454,3.3968000000000003,3.4297000000000004,1,2,1,
21,-576454650113,1.2438420272727273,3.2883219075077474,3.4062,3.4344,1,2,1,
22,-576454649981,1.265627488636364,3.280544213864791,3.3920999999999997,3.4344,1,2,1,
23,-576454649850,1.2802113750000002,3.2802492040585056,3.3874,3.4391000000000003,1,2,1,
24,-576454649721,1.287647584090909,3.2924362485641914,3.3968000000000003,3.4531,1,2,1,
25,-576454649591,1.309068852272727,3.2794914569423943,3.3781,3.4484,1,2,1,
26,-576454649461,1.3166011363636363,3.2867055032855097,3.3827999999999996,3.4577999999999998,1,2,1,
27,-576454649329,1.3386173250000004,3.288410561094724,3.3781,3.4672,1,2,1,
28,-576454649198,1.2729135113636363,3.2877991884705615,3.3968000000000003,3.4437,1,2,1,
29,-576454649066,1.2801652909090917,3.2851629906595834,3.3920999999999997,3.4437,1,2,1,
30,-576454648932,1.3458291545454548,3.2856429898375,3.3733999999999997,3.4672,1,2,1,
31,-576454648804,1.3017230113636369,3.272308274197103,3.3733999999999997,3.4391000000000003,1,2,1,
32,-576454648636,1.258215054545454,3.2732224384029514,3.3874,3.425,1,2,1,
33,-576454648534,1.3324518295454544,3.3158917584405736,3.4062,3.4907,1,2,1,
34,-576454648329,1.273314293181818,3.307643292230635,3.4156,3.4625,1,2,1,
35,-576454648226,1.2944849659090918,3.279903304468596,3.3827999999999996,3.4437,1,2,1,
36,-576454648124,1.302562179545455,3.3019717164094287,3.4015,3.4672,1,2,1,
37,-576454648021,1.2951599999999999,3.299692112246943,3.4015,3.4625,1,2,1,
38,-576454647817,1.2802113750000002,3.2802492040585056,3.3874,3.4391000000000003,1,2,1,
39,-576454647715,1.2878881386363634,3.3023573020329478,3.4062,3.4625,1,2,1,
40,-576454647523,1.2438059840909095,3.2981960471556864,3.4156,3.4437,1,2,1,
41,-576454647504,1.294769045454545,3.2848090342435414,3.3874,3.4484,1,2,1,
42,-576454647304,1.3017230113636369,3.272308274197103,3.3733999999999997,3.4391000000000003,1,2,1,
43,-576454647203,1.2582953818181828,3.2781874013846646,3.3920999999999997,3.4297000000000004,1,2,1,
44,-576454647100,1.295550954545455,3.3145681912138785,3.4156,3.4766000000000004,1,2,1,
45,-576454646974,1.2801652909090917,3.2851629906595834,3.3920999999999997,3.4437,1,2,1,
46,-576454646792,1.272969636363637,3.282885869029242,3.3920999999999997,3.4391000000000003,1,2,1,
47,-576454646691,1.265537120454546,3.275579841027428,3.3874,3.4297000000000004,1,2,1,
48,-576454646486,1.2804959999999994,3.3000476971859967,3.4062,3.4577999999999998,1,2,1,
49,-576454646458,1.2948993636363642,3.2897708438686544,3.3920999999999997,3.4531,1,2,1,
50,-576454646280,1.3386173250000004,3.288410561094724,3.3781,3.4672,1,2,1,
